ID_Transaksi,ID_Pengguna,ID_Produk,Waktu_Transaksi,Jumlah_Transaksi,Metode_Pembayaran,Alamat_Pengiriman,Kategori_Produk,Penilaian_Produk,Total_Harga
T00957,U6572,P595,2024-10-18,9,Virtual Account,"Jalan Merdeka No. 674, Pekanbaru, MA 60944",Elektronik,2,7867737
T00958,U9456,P792,2024-03-28,3,Kartu Debit,"Jl. Rawamangun No. 188, Padang Sidempuan, Riau 95413",Kesehatan,4,11447640
T00959,U7350,P830,2024-04-19,9,Transfer Bank,"Jalan Bangka Raya No. 62, Parepare, BA 51437",Kesehatan,3,3774150
T00960,U2426,P441,2025-01-22,8,E-Wallet,"Gg. Bangka Raya No. 439, Makassar, JI 96111",Kesehatan,5,21370224
T00961,U1368,P691,2024-03-18,5,Kartu Debit,"Gang Dipatiukur No. 2, Ambon, Sulawesi Utara 02455",Elektronik,2,12387810
T00962,U4154,P393,2024-10-31,5,Dana,"Gg. Rumah Sakit No. 091, Singkawang, Aceh 26714",Elektronik,4,20259640
T00963,U2927,P379,2024-10-03,3,Kartu Kredit,"Jalan Cikutra Timur No. 94, Sukabumi, SS 79340",Elektronik,1,533946
T00964,U9422,P204,2024-07-17,4,Dana,"Gang Setiabudhi No. 4, Sungai Penuh, RI 34533",Elektronik,5,15260692
T00965,U6218,P377,2024-08-13,3,Virtual Account,"Gg. Bangka Raya No. 91, Surakarta, Sulawesi Barat 55355",Makanan,2,4460274
T00966,U2167,P418,2024-04-13,10,QRIS,"Jl. Kutai No. 217, Bukittinggi, DI Yogyakarta 55937",Makanan,4,8318950
T00967,U1831,P233,2024-08-03,1,Kredivo,"Jalan Waringin No. 0, Cilegon, RI 51004",Kesehatan,1,3267867
T00968,U1881,P188,2024-07-16,7,Cash on Delivery (COD),"Gang Raya Ujungberung No. 25, Surabaya, Maluku Utara 02461",Peralatan Rumah,5,26529615
T00969,U6826,P419,2024-08-23,6,Kartu Debit,"Jl. Moch. Toha No. 9, Kota Administrasi Jakarta Utara, KS 60055",Makanan,1,16921956
T00970,U8629,P681,2024-12-22,3,Transfer Bank,"Jl. Ronggowarsito No. 3, Bontang, NB 86899",Fashion,1,11615151
T00971,U6085,P800,2025-02-09,8,Kredivo,"Gg. Kutai No. 4, Banjar, Lampung 06917",Peralatan Rumah,2,9476640
T00972,U3354,P981,2025-01-03,10,Virtual Account,"Gg. Kutai No. 744, Kediri, BB 40830",Elektronik,4,12179870
T00973,U4004,P816,2024-05-12,6,QRIS,"Jalan Bangka Raya No. 148, Banda Aceh, SS 90793",Fashion,4,25153524
T00974,U1495,P166,2024-09-10,8,Transfer Bank,"Gg. Stasiun Wonokromo No. 5, Probolinggo, KS 61537",Elektronik,4,31353400
T00975,U3798,P389,2024-02-24,6,Kartu Kredit,"Jalan Kapten Muslihat No. 46, Pagaralam, Kalimantan Tengah 51448",Makanan,1,20718840
T00976,U2752,P433,2024-11-10,9,Transfer Bank,"Jl. Abdul Muis No. 142, Tual, Sulawesi Tengah 18878",Elektronik,5,9048240
T00977,U8552,P510,2024-04-03,10,Cash on Delivery (COD),"Gg. Dipatiukur No. 26, Probolinggo, BB 91122",Peralatan Rumah,5,5320340
T00978,U4992,P661,2024-06-27,3,Kredivo,"Gang Astana Anyar No. 66, Pekanbaru, Riau 23979",Fashion,1,10968489
T00979,U6582,P313,2024-12-02,10,Cash on Delivery (COD),"Gang Sukajadi No. 53, Bandung, Sulawesi Tengah 09505",Fashion,5,29205880
T00980,U9921,P810,2024-10-24,4,Kartu Kredit,"Gg. Rawamangun No. 219, Semarang, JB 78851",Kesehatan,5,13876764
T00981,U8972,P217,2024-10-15,10,Kredivo,"Gg. Jayawijaya No. 40, Banjarmasin, Maluku 46245",Elektronik,5,8691800
T00982,U8294,P280,2025-01-11,5,Cash on Delivery (COD),"Jalan Yos Sudarso No. 46, Bandar Lampung, LA 21289",Kesehatan,5,22646850
T00983,U2781,P801,2024-10-05,10,Cash on Delivery (COD),"Jl. Pasirkoja No. 51, Samarinda, Kalimantan Tengah 30448",Elektronik,4,26962110
T00984,U2007,P192,2024-12-05,4,Kartu Kredit,"Jalan Surapati No. 461, Kota Administrasi Jakarta Timur, Bengkulu 11901",Makanan,1,5166472
T00985,U3403,P776,2025-01-27,3,Kredivo,"Gang Surapati No. 1, Cilegon, KU 52291",Makanan,3,6137742
T00986,U7389,P730,2024-10-17,10,Kredivo,"Jl. Jend. A. Yani No. 8, Padang Sidempuan, Aceh 93783",Peralatan Rumah,2,18590430
T00987,U6187,P406,2024-03-10,10,Virtual Account,"Jalan Ahmad Dahlan No. 52, Semarang, SR 43916",Fashion,3,6238780
T00988,U2462,P696,2024-05-25,1,Dana,"Jalan K.H. Wahid Hasyim No. 005, Kotamobagu, SU 91624",Fashion,2,590830
T00989,U5819,P163,2024-10-24,6,Dana,"Gg. Kutai No. 429, Sukabumi, JA 20330",Kesehatan,1,28487244
T00990,U6885,P212,2024-11-25,5,E-Wallet,"Gg. S. Parman No. 40, Ternate, KU 21462",Peralatan Rumah,4,16786810
T00991,U6212,P828,2024-03-15,7,Cash on Delivery (COD),"Gg. Gardujati No. 0, Tasikmalaya, JA 61537",Fashion,4,9763579
T00992,U9931,P316,2024-04-12,3,Kredivo,"Gang Tubagus Ismail No. 84, Surabaya, Kalimantan Selatan 36533",Peralatan Rumah,2,14127639
T00993,U7301,P963,2024-08-24,6,Cash on Delivery (COD),"Jalan Pasir Koja No. 672, Banjarmasin, SG 36142",Peralatan Rumah,3,3892908
T00994,U3056,P237,2024-06-05,1,Transfer Bank,"Jalan Waringin No. 1, Malang, MA 73476",Kesehatan,2,2820446
T00995,U8974,P773,2024-05-30,7,Kartu Kredit,"Gg. HOS. Cokroaminoto No. 376, Purwokerto, Sumatera Selatan 14584",Kesehatan,2,24934098
T00996,U7813,P980,2024-11-09,8,Cash on Delivery (COD),"Gang Asia Afrika No. 913, Kota Administrasi Jakarta Pusat, Kalimantan Utara 78020",Makanan,2,30893888
T00997,U9346,P534,2024-06-22,9,Kredivo,"Gg. Kebonjati No. 146, Tanjungpinang, KR 69995",Fashion,3,35226036
T00998,U4698,P290,2024-03-24,7,E-Wallet,"Jl. Raya Ujungberung No. 557, Prabumulih, NB 36801",Makanan,4,10148383
T00999,U4878,P829,2024-03-27,9,Virtual Account,"Jalan Laswi No. 68, Bima, Sulawesi Tengah 33351",Fashion,5,35103186
T01000,U7012,P134,2024-03-01,1,Kredivo,"Jalan Pelajar Pejuang No. 9, Gorontalo, JK 39114",Elektronik,1,4917647
